q_id,q_text,q_section,q_type,q_notes
p28_1,Le miraron morbosamente el cuerpo,eje_1_desarrollo_sustentable,categorica,
p28_2,Le dijeron piropos obscenos u ofensivos de carácter sexual,eje_1_desarrollo_sustentable,categorica,
p28_3,Le hicieron sentir miedo de sufrir un ataque o abuso sexual,eje_1_desarrollo_sustentable,categorica,
p28_4,Le tocaron o manosearon el cuerpo sin su consentimiento,eje_1_desarrollo_sustentable,categorica,
victima_tp,Ha sido víctima de al menos una de las situaciones mencionadas anteriormente en los últimos 12 meses al utilizar el transporte público,eje_1_desarrollo_sustentable,categorica,
p29,Considera que la tarifa del transporte público (metro y camión) es:,eje_1_desarrollo_sustentable,categorica,
p30_1,Asientos dañados o sucios.,eje_1_desarrollo_sustentable,categorica,
p30_2,Vidrios rotos.,eje_1_desarrollo_sustentable,categorica,
p30_3,Grafiti y rayones.,eje_1_desarrollo_sustentable,categorica,
p30_4,"Ruidoso, escandaloso.",eje_1_desarrollo_sustentable,categorica,
p30_5,Echa humo contaminante.,eje_1_desarrollo_sustentable,categorica,
p30_6,Puertas o ventanas que no cierran adecuadamente.,eje_1_desarrollo_sustentable,categorica,
p30_7,"Timbre dañado o inexistente (Si el timbre está dañado o no existe, responder sí)",eje_1_desarrollo_sustentable,categorica,
p30_8,Goteras en época de lluvia.,eje_1_desarrollo_sustentable,categorica,
p30_9,"Aparatos validadores de tarjeta dañados o inexistentes. (Si el aparato está dañado o no existe, responder sí)",eje_1_desarrollo_sustentable,categorica,
p31,"Tomando en cuenta las preguntas previas: Evalúe del 1 al 10 qué tan satisfecho está con el SERVICIO DE TRANSPORTE, donde 1 es lo más bajo (lo peor) y lo más alto es 10 (lo mejor).",eje_1_desarrollo_sustentable,categorica,
p32,¿Qué aspecto considera que el gobierno debe atender de manera más urgente en el transporte público?,eje_1_desarrollo_sustentable,categorica,
p33,¿Cuántas bicicletas hay en el hogar?,eje_1_desarrollo_sustentable,numerica,
p34,Durante los viajes que realiza en la semana ¿para alguno utiliza la bicicleta como medio de transporte?,eje_1_desarrollo_sustentable,categorica,
p35,Para quién respondió que no ¿cuál es la razón principal para no usar la bicicleta?,eje_1_desarrollo_sustentable,categorica,
p36,¿Cuántos vehículos de motor (autos y camionetas) hay en el hogar?,eje_1_desarrollo_sustentable,numerica,
p37,En esta vivienda ¿Cuál es el gasto total por semana en gasolina?,eje_1_desarrollo_sustentable,numerica,
p38_1,Cuando camina en este municipio considera que ¿Los cruces peatonales a nivel de calle están marcados y le permiten desplazarse con seguridad?,eje_1_desarrollo_sustentable,categorica,
p38_2,Cuando camina en este municipio considera que ¿Las rampas para personas con discapacidad están en buen estado?,eje_1_desarrollo_sustentable,categorica,
p38_3,Cuando camina en este municipio considera que ¿hay banquetas durante todo su trayecto?,eje_1_desarrollo_sustentable,categorica,
p38_4,Cuando camina en este municipio considera que ¿Las banquetas son amplias para que circulen dos personas en silla de ruedas o carriolas?,eje_1_desarrollo_sustentable,categorica,
p38_5,"Cuando camina en este municipio considera que ¿Las banquetas tienen obstáculos? (como cabinas telefónicas, postes, árboles, carros estacionados, negocios informales)",eje_1_desarrollo_sustentable,categorica,
p38_6,"Cuando camina en este municipio considera que ¿Las banquetas están dañadas? (roturas, hoyos, etc)",eje_1_desarrollo_sustentable,categorica,
p38_7,Cuando camina en su municipio considera que ¿Las banquetas cuentan con alumbrado adecuado y funcionando para desplazarse por la noche?,eje_1_desarrollo_sustentable,categorica,
p38_8,Cuando camina en este municipio considera que ¿existen suficientes árboles que le brinden sombra?,eje_1_desarrollo_sustentable,categorica,
p39,"Del 1 al 10 ¿Cómo califica la calidad y estado de las banquetas en su municipio? Donde 1 es lo más bajo (lo peor) y 10, lo más alto (lo mejor).",eje_1_desarrollo_sustentable,categorica,
p40,"De acuerdo con su percepción, mencione cuál es el principal problema con el que se enfrenta cuando SE MUEVE por la ciudad",eje_1_desarrollo_sustentable,categorica,
p41,¿Considera que en su colonia existe un problema de viviendas abandonadas?,eje_1_desarrollo_sustentable,categorica,
p42,¿Cuándo fue la última vez que se mudó de casa?,eje_1_desarrollo_sustentable,categorica,
p43,Solo para quienes responden 1 y 2. La vivienda a la que se mudó es:,eje_1_desarrollo_sustentable,categorica,
p44,(Si se mudo de casa) ¿En qué municipio y estado vivía antes?,eje_1_desarrollo_sustentable,categorica,
p45,¿Cuál fue el motivo de su cambio de residencia?,eje_1_desarrollo_sustentable,categorica,
p46_1,Alumbrado público.,eje_1_desarrollo_sustentable,categorica,
p46_2,Condición de las calles y avenidas.,eje_1_desarrollo_sustentable,categorica,
p46_3,"Parques, plazas y áreas verdes.",eje_1_desarrollo_sustentable,categorica,
p46_4,Drenaje pluvial.,eje_1_desarrollo_sustentable,categorica,
p46_5,Recolección de basura.,eje_1_desarrollo_sustentable,categorica,
p47,¿En su colonia existen perros o gatos abandonados / en la calle?,eje_1_desarrollo_sustentable,categorica,
p48,"En su opinión, ¿cuál es el principal problema de DESARROLLO URBANO que se vive en su municipio?",eje_1_desarrollo_sustentable,categorica,
p49,¿Durante los últimos 12 meses ha tenido algún problema relacionado con el tema del agua?,eje_1_desarrollo_sustentable,categorica,
p50,¿Qué tan preocupado se considera con respecto a la crisis de agua y la posibilidad de que se solucione?,eje_1_desarrollo_sustentable,categorica,
p51,Por lo general ¿con qué frecuencia visita los parques de su municipio?,eje_1_desarrollo_sustentable,categorica,
p52_1,Están limpios y tienen buena imagen.,eje_1_desarrollo_sustentable,categorica,
p52_2,Son seguros para usted y su familia.,eje_1_desarrollo_sustentable,categorica,
p52_3,"Cuentan con espacios para hacer ejercicio (canchas, aparatos o pistas)",eje_1_desarrollo_sustentable,categorica,
p52_4,"Cuentan con suficientes árboles y vegetación en el suelo bien cuidada (pasto, jardínes, plantas)",eje_1_desarrollo_sustentable,categorica,
p52_5,"Cuentan con infraestructura necesaria (rampas para personas con discapacidad, bancas, bebederos, luminarias funcionando).",eje_1_desarrollo_sustentable,categorica,
p53,Considera que la calidad del aire en su municipio es:,eje_1_desarrollo_sustentable,categorica,
p54_1,Implementar verificación vehicular (revisión de las emisiones contaminantes de los vehículos en circulación).,eje_1_desarrollo_sustentable,categorica,
p54_2,"Implementar ""Hoy no circula"" (Programa en el que salen de circulación algunos días cada vehículo)",eje_1_desarrollo_sustentable,categorica,
p54_3,Retirar de circulación a vehículos contaminantes,eje_1_desarrollo_sustentable,categorica,
p54_4,Invertir más en transporte público y menos en infraestructura para el automóvil.,eje_1_desarrollo_sustentable,categorica,
p54_5,"Sancionar a industrias que contaminen, aunque implique su clausura.",eje_1_desarrollo_sustentable,categorica,
p54_6,Que se reduzca el espacio para el automóvil y se destine un carril exclusivo para las personas que se transportan en bicicleta,eje_1_desarrollo_sustentable,categorica,
p55_1,Plástico pet,eje_1_desarrollo_sustentable,categorica,
p55_2,Cartón,eje_1_desarrollo_sustentable,categorica,
p55_3,Vidrio,eje_1_desarrollo_sustentable,categorica,
p55_4,Latas,eje_1_desarrollo_sustentable,categorica,
p56,(Solo en caso de que en la pregunta anterior responda en todos los incisos No) ¿Cuál es la razón principal por la que no lo hace?,eje_1_desarrollo_sustentable,categorica,
p57,"Si respondió que sí en al menos un inciso, ¿qué hace con los residuos segregados?",eje_1_desarrollo_sustentable,categorica,
p58,En estos últimos años ¿Ha percibido un mayor aumento en la temperatura en invierno o verano?,eje_1_desarrollo_sustentable,categorica,
p59,Durante momentos de altas temperaturas ¿En su casa tiene medios suficientes como aires acondicionados y abanicos para mantener una temperatura agradable?,eje_1_desarrollo_sustentable,categorica,
p60,Durante momentos de bajas temperaturas ¿En su casa tiene medios suficientes como calentadores o calefacción para mantener una temperatura agradable?,eje_1_desarrollo_sustentable,categorica,
p61,"Con respecto al Río Santa Catarina, ¿cuál de las siguientes dos opciones refleja mejor su opinión?",eje_1_desarrollo_sustentable,categorica,
p62,"De acuerdo con su percepción, mencione el principal PROBLEMA AMBIENTAL que se vive en su municipio.",eje_1_desarrollo_sustentable,categorica,
p63,¿Cómo describiría usted la SITUACIÓN económica DE SU HOGAR comparada con la de HACE 12 MESES?,desarrollo_social_y_economico,categorica,
p64,¿Y cómo cree usted que será la SITUACIÓN económica DE SU HOGAR DENTRO DE 12 MESES respecto de la actual?,desarrollo_social_y_economico,categorica,
p65,"Con el TOTAL DEL INGRESO DEL HOGAR, diría usted que…",desarrollo_social_y_economico,categorica,
p66,¿Cuál de las siguientes afirmaciones refleja mejor su perspectiva ante la llegada de empresas extranjeras (como Tesla) al Área Metropolitana de Monterrey?,desarrollo_social_y_economico,categorica,
p67,"¿Considera que las mujeres tienen las mismas oportunidades laborales, políticas y sociales que los hombres?",desarrollo_social_y_economico,categorica,
p68_1,¿Cree que en Nuevo León se discrimina a la gente: por ser mujer?,desarrollo_social_y_economico,categorica,
p68_2,por estar en situación de calle?,desarrollo_social_y_economico,categorica,
p68_3,por su embarazo?,desarrollo_social_y_economico,categorica,
p68_4,por su edad?,desarrollo_social_y_economico,categorica,
p68_5,por su nivel económico?,desarrollo_social_y_economico,categorica,
p68_6,"Por su origen étnico (indígena, afrodescendiente, etc)",desarrollo_social_y_economico,categorica,
p68_7,por ser persona con discapacidad?,desarrollo_social_y_economico,categorica,
p68_8,por su orientación sexual?,desarrollo_social_y_economico,categorica,
p68_9,por su color de piel?,desarrollo_social_y_economico,categorica,
p68_10,"por su forma de vestir o arreglo personal (tatuajes, ropa, forma de peinarse, perforaciones)?",desarrollo_social_y_economico,categorica,
p68_11,por tener sobrepeso u obesidad?,desarrollo_social_y_economico,categorica,
p68_12,por tener alguna enfermedad?,desarrollo_social_y_economico,categorica,
p68_13,por ser migrante?,desarrollo_social_y_economico,categorica,
p68_14,por su identidad o expresión de género (personas trans y no binarias)?,desarrollo_social_y_economico,categorica,
p68_15,por haber estado en la cárcel?,desarrollo_social_y_economico,categorica,
p68_16,Otro,desarrollo_social_y_economico,categorica,
p68_16_cual,¿Cuál? Especificar,desarrollo_social_y_economico,categorica,
num_discriminaciones,Número de razones por las que cree que en Nuevo León se discrimina a la gente,desarrollo_social_y_economico,numerica,
al_menos_una_discriminacion,Cree que en Nuevo León se discrimina a la gente por al menos una razón de las mencionadas anteriormente,desarrollo_social_y_economico,numerica,
p69,"En los últimos 12 meses, ¿considera que la cantidad de personas migrantes en el estado Nuevo León:",desarrollo_social_y_economico,categorica,
p70_1,México debería admitir a más personas migrantes al país.,desarrollo_social_y_economico,categorica,
p70_2,A las personas migrantes se les debe dar la oportunidad de que consigan un empleo en Nuevo León.,desarrollo_social_y_economico,categorica,
p70_3,"Las personas migrantes deben tener las mismas oportunidades (empleo, educación, acceso a programas sociales, etc.) que las personas mexicanas",desarrollo_social_y_economico,categorica,
p70_4,El aumento de personas migrantes en el estado está relacionado con el incremento de la inseguridad que se ha observado en los últimos años.,desarrollo_social_y_economico,categorica,
p71,¿Algún médico le ha dicho que tiene diabetes (o alta el azúcar en la sangre)?,desarrollo_social_y_economico,categorica,
p72,¿Algún médico le ha dicho que tiene hipertensión arterial/ presión alta?,desarrollo_social_y_economico,categorica,
p73,¿Algún médico le ha dicho que padece de algún tipo de Cáncer durante los últimos 12 meses?,desarrollo_social_y_economico,categorica,
p74,¿Considera que tiene sobrepeso u obesidad?,desarrollo_social_y_economico,categorica,
p75,"Durante los últimos 12 meses, ¿Tuvo algún problema de salud? (Si tuvo dos o más padecimientos, seleccionar el más reciente)",desarrollo_social_y_economico,categorica,
p76,¿Tuvo una consulta médica por este problema de salud?,desarrollo_social_y_economico,categorica,
p77,¿Por qué no consultó? (no leer respuestas),desarrollo_social_y_economico,categorica,
p78,"Si fue una enfermedad aguda, ¿se resolvió su problema? (Si la persona consultó)",desarrollo_social_y_economico,categorica,
p79,Si es crónica ¿Le están dando un seguimiento adecuado? (Si la persona consultó),desarrollo_social_y_economico,categorica,
p80,¿En dónde se atendió?,desarrollo_social_y_economico,categorica,
p81,¿Qué tan común es que pueda surtir su receta completa?,desarrollo_social_y_economico,categorica,
p82,"Si no respondió siempre en la pregunta anterior, ¿Qué hizo para conseguir los medicamentos?",desarrollo_social_y_economico,categorica,
p83,Su última visita médica en fue:,desarrollo_social_y_economico,categorica,
p84,¿Cuántos días pasaron entre que le programaron la cita y le atendieron?,desarrollo_social_y_economico,categorica,
p85,En esta última consulta,desarrollo_social_y_economico,categorica,
p86_1,¿Cuántas Horas esperó para ser atendido?,desarrollo_social_y_economico,numerica,
p86_2,Min__,desarrollo_social_y_economico,numerica,
tiempo_espera_consulta,Tiempo total en minutos que esperó para ser atendido,desarrollo_social_y_economico,numerica,
p87,¿Cómo calificaría las INSTALACIONES HOSPITALARIAS?,desarrollo_social_y_economico,categorica,
p88_1,Trato y atención por parte del personal médico.,desarrollo_social_y_economico,categorica,
p88_2,Trato y atención de personal de enfermería y técnicos.,desarrollo_social_y_economico,categorica,
p88_3,Atención y el servicio por parte del personal administrativo.,desarrollo_social_y_economico,categorica,
p88_4,Horarios de atención.,desarrollo_social_y_economico,categorica,
p88_5,Información recibida sobre el padecimiento.,desarrollo_social_y_economico,categorica,
p89,"Tomando en cuenta las preguntas previas: Evalúe del 1 al 10 qué tan satisfecho está con el SERVICIO DE SALUD, donde 1 es lo más bajo (lo peor) y lo más alto es 10 (lo mejor).",desarrollo_social_y_economico,categorica,
p90,¿Cuál es el principal problema en el área SALUD que se vive en su municipio?,desarrollo_social_y_economico,categorica,
p91_1,"Se ha sentido decaído/a, deprimido/a",desarrollo_social_y_economico,categorica,
p91_2,"Se ha sentido nervioso/a, ansioso/a o muy alterado/a (con dificultad de parar o controlar sus preocupaciones)",desarrollo_social_y_economico,categorica,
p91_3,"¿Ha tardado más de 30 minutos en poder dormir, o se despierta durante la noche o madrugada?",desarrollo_social_y_economico,categorica,
al_menos_un_problema_mental,"Ha sufrido al menos un problema de salud mental, de los mencionados anteriormente",desarrollo_social_y_economico,categorica,
p92,"De acuerdo con su percepción, ¿Cuál es el principal problema de DESARROLLO SOCIAL que se vive en su municipio?",desarrollo_social_y_economico,categorica,
p93,¿Qué tan seguro se siente en su municipio?,seguridad_y_justicia,categorica,
p94,¿En qué lugar se siente más inseguro(a)?,seguridad_y_justicia,categorica,
p95,"En el último año, usted o algún miembro del hogar ¿ha sido víctima de algún delito?",seguridad_y_justicia,categorica,
p96,"Si contestó que sí a la pregunta anterior: ¿Usted o la persona que fue víctima, denunció el delito?",seguridad_y_justicia,categorica,
p97,Si denunció: ¿El responsable del delito fue encontrado y reparó el daño o fue sancionado?,seguridad_y_justicia,categorica,
p98,"¿Cómo califica la experiencia de su denuncia, del 1 al 10, en donde 1 es ""muy mala"" y 10 ""muy buena""?",seguridad_y_justicia,categorica,
p99,"(Para todos los encuestados), ¿Qué tan probable considera que los delitos denunciados sean investigados y castigados por las autoridades?",seguridad_y_justicia,categorica,
p100_1,¿La presencia de policías en su colonia es suficiente?,seguridad_y_justicia,categorica,
p100_2,¿La policía de su colonia lo hace sentir más seguro?,seguridad_y_justicia,categorica,
p100_3,¿Confía en la policía de su colonia?,seguridad_y_justicia,categorica,
p100_4,¿El trato del policía al ciudadano es de forma respetuosa?,seguridad_y_justicia,categorica,
p100_5,¿Considera que las decisiones y actuar de la policía benefician a las personas en su colonia?,seguridad_y_justicia,categorica,
p100_6,¿La policía es justa al tomar decisiones?,seguridad_y_justicia,categorica,
p101_1,Policía de su Municipio y Barrio,seguridad_y_justicia,categorica,
p101_2,Fuerza Civil,seguridad_y_justicia,categorica,
p101_3,Guardia Nacional,seguridad_y_justicia,categorica,
p101_4,Ejército y Marina,seguridad_y_justicia,categorica,
p101_5,Tránsito,seguridad_y_justicia,categorica,
p102,"Durante el último año, ¿ha tenido contacto con la policía o ha requerido de ella?",seguridad_y_justicia,categorica,
p103,"Si respondió que sí a la pregunta anterior, ¿con qué institución tuvo el contacto?",seguridad_y_justicia,categorica,
p104_1,La policía cumplió con su labor.,seguridad_y_justicia,categorica,
p104_2,La policía solicitó una mordida o moche.,seguridad_y_justicia,categorica,
p104_3,"Si requirió de la policía, ¿ésta acudió al llamado?",seguridad_y_justicia,categorica,
p105,Considera que la violencia hacia las mujeres dentro de los hogares:,seguridad_y_justicia,categorica,
p106,Considera que la violencia hacia las mujeres en la vía pública:,seguridad_y_justicia,categorica,
p107_1,Los piropos en la calle / transporte público hacia las mujeres son ofensivos.,seguridad_y_justicia,categorica,
p107_2,Las mujeres tienen un mayor riesgo de ser agredidas que los hombres,seguridad_y_justicia,categorica,
p107_3,Las mujeres comparten la responsabilidad con sus victimarios de ser agredidas por su forma de vestir.,seguridad_y_justicia,categorica,
p108,¿Qué autoridad es la principal responsable de investigar y perseguir los delitos en Nuevo León,seguridad_y_justicia,categorica,
p109,"La Fiscalía General de Justicia es la responsable de investigar y perseguir los delitos en Nuevo León, en términos generales: ¿Aprueba o desaprueba el trabajo realizado por la fiscalía?",seguridad_y_justicia,categorica,
p110,¿Considera que el consumo de drogas ha incrementado en los últimos 12 meses?,seguridad_y_justicia,categorica,
p111,"De acuerdo con su percepción, ¿Mencione cuál es el principal problema de SEGURIDAD que se vive en su municipio?",seguridad_y_justicia,categorica,
p112,¿Cuál es el medio por el que más se entera de los temas de interés público y todo lo relacionado con gobierno?,gobierno,categorica,
p113,"Si contestó redes sociales, ¿cuál?",gobierno,categorica,
p114,"Si en la pregunta anterior respondió que no se entera, ¿por qué no lo hace?",gobierno,categorica,
p115,"Desde tu perspectiva, ¿el gobierno es transparente con el uso de los recursos públicos?",gobierno,categorica,
p116,¿Considera que el gobierno de (Nombre de alcalde) ha hecho un buen uso de los recursos públicos?,gobierno,categorica,
p117,¿Considera que el gobierno de Samuel García ha hecho un buen uso de los recursos públicos?,gobierno,categorica,
p118,"La corrupción consiste en el abuso de poder para beneficio propio ya sea en el sector público o en el privado. En su opinión, en el estado de Nuevo León la corrupción es una práctica:",gobierno,categorica,
p119,"En su opinión, en su municipio la corrupción es una práctica:",gobierno,categorica,
p120,¿Usted o algún conocido o familiar experimentó algún acto de corrupción en algún trámite o contacto con la autoridad durante los últimos 12 meses?,gobierno,categorica,
p121,(Para quién respondió que sí) ¿Qué tipo de trámite o contacto fué?,gobierno,categorica,
p122,"¿Consideras que las autoridades (municipales, estatales) toman decisiones/ responden a los casos de acuerdo a los intereses de los que tienen más dinero o influencia?",gobierno,categorica,
p123,"En los últimos 12 meses, ¿usted ha dado alguna propina para acelerar algún trámite o servicio público (permisos de desarrollo urbano, conexión de luz o gas, etc.)?",gobierno,categorica,
p124_1,Considera que (Nombre de ALCALDE/ALCALDESA): ¿Es un gobernante honesto(a)?,gobierno,categorica,
p124_2,¿Es capaz de resolver los problemas del municipio?,gobierno,categorica,
p124_3,¿Cuenta con un equipo capacitado?,gobierno,categorica,
p124_4,¿Ha cumplido con sus promesas de campaña/compromisos?,gobierno,categorica,
