q_id,q_text,q_section,q_type,q_notes
p63_6,"P 63 6 Que se reduzca el espacio para el automóvil y se destine más espacio para las personas que se transportan caminando, en bicicleta, u otro medio no motorizado.",medio_ambiente,categorica,
p64,"A la mitad de la administración de Samuel García, ¿considera que su gobierno ha realizado las acciones necesarias para combatir la contaminación del aire?",medio_ambiente,categorica,
p65,"En su hogar, ¿separan semanalmente los residuos (basura) para reciclarlos? (Por ejemplo: PET, cartón, vidrio, latas, etc.) para reciclarlos? (Por ejemplo: PET, cartón, vidrio, latas, etc.)",medio_ambiente,categorica,
p66,Si respondió que no ¿Cuál es la razón principal por la que no lo hace?,medio_ambiente,categorica,
p67,"Si respondió que sí, ¿qué hace con los residuos segregados?",medio_ambiente,categorica,
p68,"En los últimos años, el calor en Nuevo León ha incrementado. ¿Ha sufrido algún efecto por esto? (Si ha sufrido varios elija el principal)",medio_ambiente,categorica,
p69,Durante momentos de mucho calor ¿En su casa puede mantener una temperatura agradable?,medio_ambiente,categorica,
p70,Durante momentos de mucho frío ¿En su casa puede mantener una temperatura agradable?,medio_ambiente,categorica,
p71,"Con respecto al Río Santa Catarina, ¿cuál de las siguientes tres opciones refleja mejor su opinión?",medio_ambiente,categorica,
p72,"De acuerdo con su percepción, mencione el principal PROBLEMA AMBIENTAL que se vive en su municipio.",medio_ambiente,categorica,
p73,¿Cómo describiría usted la SITUACIÓN económica DE SU HOGAR comparada con la de HACE 12 MESES?,economia_y_trabajo,categorica,
p74,P 74 ¿Y cómo cree usted que será la SITUACIÓN económica DE SU HOGAR DENTRO DE 12 MESES respecto de la actual?,economia_y_trabajo,categorica,
p75,"P 75 Con el TOTAL DEL INGRESO DEL HOGAR, diría usted que…",economia_y_trabajo,categorica,
p76,"P 76 ¿Considera que las mujeres tienen las mismas oportunidades laborales, económicas, políticas y sociales que los hombres?",discriminacion,categorica,
p77_1,P 77 1 por ser mujer? ¿Cree que en Nuevo León se discrimina a la gente:,discriminacion,categorica,
p77_2,P 77 2 por estar en situación de calle?,discriminacion,categorica,
p77_3,P 77 3 por su embarazo?,discriminacion,categorica,
p77_4,P 77 4 por su edad?,discriminacion,categorica,
p77_5,P 77 5 por su nivel económico?,discriminacion,categorica,
p77_6,"P 77 6 por su origen étnico (indígena, afrodescendiente, etc)",discriminacion,categorica,
p77_7,P 77 7 por ser persona con discapacidad?,discriminacion,categorica,
p77_8,"P 77 8 por su orientación sexual? (homosexual, bisexual, etc)",discriminacion,categorica,
p77_9,P 77 9 por su color de piel?,discriminacion,categorica,
p77_10,"P 77 10 por su forma de vestir o arreglo personal (tatuajes, ropa forma de peinarse, perforaciones)?",discriminacion,categorica,
p77_11,P 77 11 por tener sobrepeso u obesidad?,discriminacion,categorica,
p77_12,P 77 12 por tener alguna enfermedad?,discriminacion,categorica,
p77_13,P 77 13 por ser migrante?,discriminacion,categorica,
p77_14,P 77 14 por su identidad o expresión de género (personas trans y no binarias)?,discriminacion,categorica,
p77_15,P 77 15 por haber estado en la cárcel?,discriminacion,categorica,
p77_16,P 77 16 Otro. Especificar,discriminacion,categorica,
p78,"P 78 En los últimos 12 meses, ¿considera que la cantidad de personas migrantes en el estado Nuevo León:",migracion,categorica,
p79_1,México debería admitir a más personas migrantes al país.,migracion,categorica,
p79_2,"P 79 2 Las personas migrantes deben tener los mismos derechos y oportunidades (empleo, educación, salud, acceso a programas sociales, etc.) que las personas mexicanas",migracion,categorica,
p79_3,El aumento de personas migrantes en el estado está relacionado con el incremento de la inseguridad que se ha observado en los últimos años.,migracion,categorica,
p80,P 80 ¿Considera que tiene sobrepeso u obesidad?,desarrollo_social_y_economico,categorica,
p81,"Durante los últimos 12 meses, ¿Tuvo algún problema de salud? (Si tuvo dos o más padecimientos, seleccionar el más reciente)",desarrollo_social_y_economico,categorica,
p82,¿Acudió a una consulta médica por este problema de salud?,desarrollo_social_y_economico,categorica,
p83,P 83 ¿Por qué no consultó? (no leer respuestas),desarrollo_social_y_economico,categorica,
p84,"P 84 SOLO PARA QUIENES ACUDIERON A UNA CONSULTA MÉDICA Si fue una enfermedad aguda, ¿se resolvió su problema? (Si la persona consultó)",desarrollo_social_y_economico,categorica,
p85,P 85 Si es crónica ¿Le están dando un seguimiento adecuado? (Si la persona consultó),desarrollo_social_y_economico,categorica,
p86,P 86 ¿En dónde se atendió?,desarrollo_social_y_economico,categorica,
p87,¿Qué tan común es que pueda surtir su receta completa?,desarrollo_social_y_economico,categorica,
p88,"P 88 Solo para servicios médicos públicos (Solo para quienes contestan 2, 3 y 4) Si no respondió siempre en la pregunta anterior, ¿Qué hizo para conseguir los medicamentos?",desarrollo_social_y_economico,categorica,
p89,P 89 Su última visita médica fue:,desarrollo_social_y_economico,categorica,
p90,(Solo para quienes respondieron consulta programada) ¿Cuántos días pasaron entre que le programaron la cita y le atendieron?,desarrollo_social_y_economico,categorica,
p91,P 91 En esta última consulta,desarrollo_social_y_economico,categorica,
p92_1,P 92 1 ¿Cuánto tiempo esperó para ser atendido? Horas___,desarrollo_social_y_economico,numerica,
p92_2,P 92 2 Minutos ____,desarrollo_social_y_economico,numerica,
p93,P 93 ¿Cómo calificaría las instalaciones del hospital o clínica donde se atendió?,desarrollo_social_y_economico,categorica,
p94_1,P 94 ¿Cómo calificaría los siguientes aspectos de atención de servicios de salud? 1 Trato y atención por parte del personal médico.,desarrollo_social_y_economico,categorica,
p94_2,P 94 2 Trato y atención de personal de enfermería y técnicos.,desarrollo_social_y_economico,categorica,
p94_3,Atención y el servicio por parte del personal administrativo.,desarrollo_social_y_economico,categorica,
p94_4,P 94 4 Horarios de atención.,desarrollo_social_y_economico,categorica,
p94_5,P 94 5 Información recibida sobre el padecimiento.,desarrollo_social_y_economico,categorica,
p95,"Tomando en cuenta las preguntas previas: Evalúe del 1 al 10 qué tan satisfecho está con el SERVICIO DE SALUD, donde 1 es lo más bajo (lo peor) y lo más alto es 10 (lo mejor).",desarrollo_social_y_economico,categorica,
p96_1,"P 96 1 Se ha sentido decaído/a, deprimido/a",desarrollo_social_y_economico,categorica,
p96_2,"P 96 2 Se ha sentido nervioso/a, ansioso/a o muy alterado/a (con dificultad de parar o controlar sus preocupaciones)",desarrollo_social_y_economico,categorica,
p96_3,"P 96 3 ¿Ha tardado más de 30 minutos en poder dormir, o se despierta durante la noche o madrugada?",desarrollo_social_y_economico,categorica,
p97,P 97 ¿Regularmente realiza ejercicio o practica algún deporte durante la semana?,desarrollo_social_y_economico,categorica,
p98,P 98 ¿Cuál es el principal problema en el área SALUD que se vive en su municipio?,desarrollo_social_y_economico,categorica,
p99,"De acuerdo con su percepción, ¿Cuál es el principal problema de DESARROLLO SOCIAL que se vive en su municipio?",problema_de_desarrollo_social,categorica,
p100,¿Qué tan seguro(a) se siente en su municipio?,seguridad_y_justicia,categorica,
p101,Para quienes respondieron inseguro o muy inseguro (NO. LEER LAS OPCIONES) ¿Por qué se siente inseguro(a)?,seguridad_y_justicia,categorica,
p102,"En el último año, usted o algún miembro del hogar ¿ha sido víctima de algún delito?",seguridad_y_justicia,categorica,
p103,"Si contestó que sí a la pregunta anterior: ¿Usted o la persona que fue víctima, denunció el delito ante alguna autoridad?",seguridad_y_justicia,categorica,
p104,"¿Cómo califica la experiencia de su denuncia, del 1 al 10, en donde 1 es ""muy mala"" y 10 ""muy buena""?",seguridad_y_justicia,categorica,
p105,Para todos los encuestados ¿Qué tan probable considera que los delitos denunciados sean investigados y sancionados por las autoridades?,seguridad_y_justicia,categorica,
p106,¿Qué autoridad es la principal responsable de investigar y perseguir los delitos en Nuevo León?,seguridad_y_justicia,categorica,
p107,"La Fiscalía General de Justicia es la responsable de investigar y perseguir los delitos en Nuevo León, en términos generales: ¿Aprueba o desaprueba el trabajo realizado por la fiscalía?",seguridad_y_justicia,categorica,
p1081,P 108 En el tema de SEGURIDAD considera que: 1 ¿La presencia de policías en su colonia es suficiente?,seguridad_y_justicia,categorica,
p108_2,P 108 2 ¿La policía de su colonia lo hace sentir más seguro?,seguridad_y_justicia,categorica,
p108_3,P 108 3 ¿Confía en la policía de su colonia?,seguridad_y_justicia,categorica,
p108_4,¿El trato del policía al ciudadano es de forma respetuosa?,seguridad_y_justicia,categorica,
p108_5,P 108 5 ¿Considera que las decisiones y actuar de la policía benefician a las personas en su colonia?,seguridad_y_justicia,categorica,
p108_6,P 108 6 ¿La policía es justa al tomar decisiones?,seguridad_y_justicia,categorica,
p109_1,P 109 1 Policía de su Municipio y Barrio,seguridad_y_justicia,categorica,
p109_2,P 109 2 Fuerza Civil,seguridad_y_justicia,categorica,
p109_3,P 109 3 Guardia Nacional,seguridad_y_justicia,categorica,
p109_4,P 109 4 Ejército y Marina,seguridad_y_justicia,categorica,
p109_5,P 109 5 Tránsito,seguridad_y_justicia,categorica,
p110,"P 110 Durante el último año, ¿ha tenido contacto con la policía o ha requerido de ella?",seguridad_y_justicia,categorica,
p111,"P 111 Si respondió que sí a la pregunta anterior, ¿con qué institución tuvo el contacto?",seguridad_y_justicia,categorica,
p112_1,P 112 1 La policía cumplió con su labor.,seguridad_y_justicia,categorica,
p112_2,P 112 2 La policía solicitó una mordida o moche.,seguridad_y_justicia,categorica,
p112_3,"3 Si requirió de la policía, ¿ésta acudió al llamado?",seguridad_y_justicia,categorica,
p113,Considera que la violencia hacia las mujeres dentro de los hogares:,seguridad_y_justicia,categorica,
p114,Considera que la violencia hacia las mujeres en la vía pública:,seguridad_y_justicia,categorica,
p115_1,¿Está de acuerdo con las siguientes afirmaciones? 1 Los piropos en la calle / transporte público hacia las mujeres son ofensivos.,seguridad_y_justicia,categorica,
p115_2,2 Las mujeres tienen un mayor riesgo de ser agredidas que los hombres,seguridad_y_justicia,categorica,
p115_3,3 Las mujeres comparten la responsabilidad con sus victimarios de ser agredidas por su forma de vestir.,seguridad_y_justicia,categorica,
p115_4,P 115 4 Las mujeres víctimas de violencia son responsables de que las sigan agrediendo si no se alejan de su agresor,seguridad_y_justicia,categorica,
p116,"De acuerdo con su percepción, ¿Mencione cuál es el principal problema de SEGURIDAD que se vive en su municipio?",seguridad_y_justicia,categorica,
p117,P 117 ¿Cuál es el medio por el que más se entera de los temas de interés público y todo lo relacionado con gobierno?,gobierno,categorica,
p118,"P 118 Si contestó redes sociales, ¿cuál?",gobierno,categorica,
p119,"P 119 Si en la pregunta P117 respondió que no se entera, ¿por qué no lo hace?",gobierno,categorica,
p120,P 120 ¿Votó en las pasadas elecciones?,gobierno,categorica,
p121,P 121 (Solo quién dijo que no) ¿Por qué no votó?,gobierno,categorica,
p122,P 122 (Solo quien dijo que sí) ¿Por qué eligió al alcalde(sa) por quien votó? (NO LEER OPCIONES),gobierno,categorica,
p123,El gobernador o su equipo tuvieron una influencia en las campañas para favorecer a algunos candidatos y candidatas,gobierno,categorica,
p124,El alcalde/alcaldesa o su equipo tuvieron una influencia en las campañas para favorecer a algunos candidatos y candidatas,gobierno,categorica,
p125,¿Considera que el gobierno de (Nombre de alcalde) hizo un buen uso de los recursos públicos?,gobierno,categorica,
p126,¿Considera que el gobierno de Samuel García ha hecho un buen uso de los recursos públicos?,gobierno,categorica,
p127,"La corrupción consiste en el abuso de poder para beneficio propio ya sea en el sector público o en el privado. En su opinión, en el estado de Nuevo León la corrupción es una práctica:",gobierno,categorica,
p128,"En su opinión, en su municipio la corrupción es una práctica:",gobierno,categorica,
p129,"¿Usted o algún conocido o familiar experimentó algún acto de corrupción en algún trámite o contacto con la autoridad durante los últimos 12 meses (mordidas o moches, compadrazgos, etc)?",gobierno,categorica,
p130,P 130 (Para quién respondió que sí) ¿Qué tipo de trámite o contacto fué?,gobierno,categorica,
p131_1,P 131 1 ¿Fue un gobernante honesto(a)?,gobierno,categorica,
p132_2,P 132 2 ¿Fue capaz de resolver los problemas del municipio?,gobierno,categorica,
p133_3,P 133 3 ¿Contó con un equipo capacitado?,gobierno,categorica,
p133_4,P 133 4 ¿Cumplió con sus promesas de campaña/compromisos?,gobierno,categorica,
p133_5,¿Tuvo la capacidad y apertura para generar acuerdos con diferentes actores políticos e instituciones públicas por el bien de su municipio?,gobierno,categorica,
p136,Usted considera que (Nombre de ALCALDE/ALCALDESA) tomó la mayoría de sus decisiones (elegir una de las opciones mencionadas),gobierno,categorica,
p137,"P 137 En términos generales, ¿aprueba o desaprueba el trabajo que hizo Nombre de ALCALDE/ALCALDESA)?",gobierno,categorica,
p138,"P 138 En términos generales, considera que hoy, comparado con hace tres años, este municipio:",gobierno,categorica,
p139_P,"P 139 Para usted, el gobierno de NOMBRE DE ALCALDE fue:",gobierno,categorica,
p140_1,P 140 1 ¿Es un gobernante honesto?,gobierno,categorica,
p141_2,P 141 2 ¿Es capaz de resolver los problemas del Estado?,gobierno,categorica,
p142_3,P 142 3 ¿Cuenta con un equipo capacitado?,gobierno,categorica,
p143_4,¿Ha cumplido con sus promesas de campaña/compromisos?,gobierno,categorica,
p143_5,¿Tiene la capacidad y apertura de generar acuerdos con diferentes actores políticos e instituciones públicas por el bien de Nuevo León?,gobierno,categorica,
p144,P 144 Usted considera que Samuel García toma la mayoría de sus decisiones (elegir una):,gobierno,categorica,
p145,"Para usted, el gobierno de Samuel García ha sido:",gobierno,categorica,
p146,"En términos generales, ¿aprueba o desaprueba el trabajo que ha hecho Samuel García?",gobierno,categorica,
p147,Para quienes responden aprueba (NO LEER OPCIONES A ENCUESTADOS) ¿Por qué APRUEBA el trabajo de Samuel García?,gobierno,categorica,
p148,Para quienes responden desaprueba (NO LEER OPCIONES A ENCUESTADOS) ¿Por qué DESAPRUEBA el trabajo de Samuel García?,gobierno,categorica,
